
## START ### 

ID              | Open Time       | Close Time      | Side            | Amount          | Open Price      | Close Price     | Close Type      | Capital Change 
      000000001 |             754 |             765 |           Short |           1.811  |        16559.44 |        16562.46 |       Stop loss | -0.21958375000026353
      000000002 |             816 |             818 |            Long |           1.813  |        16539.23 |        16541.16 |       Stop loss |           3.499
      000000003 |             930 |             947 |            Long |           1.819  |        16542.96 |        16546.19 |       Stop loss | 8.07610170200282
      000000004 |            1346 |            1353 |            Long |           1.828  |         16595.3 |         16593.8 |       Stop loss | -2.466801911998613
      000000005 |            1489 |            1490 |            Long |           1.824  |        16592.65 |        16589.27 |       Stop loss | -6.0556799999994695
      000000006 |            1743 |            1748 |           Short |           1.808  |        16641.02 |        16630.33 |       Stop loss | 23.115312544004176
      000000007 |            1790 |            1793 |           Short |           1.847  |        16658.11 |        16662.94 |       Stop loss |          -8.921
      000000008 |            2541 |            2544 |            Long |           1.825  |        16714.47 |         16710.0 |       Stop loss | -6.095500000000265
      000000009 |            3525 |            3541 |           Short |           1.811  |        16740.94 |        16728.93 |       Stop loss |           21.75
      000000010 |            3662 |            3668 |            Long |           1.853  |        16717.83 |        16724.68 |       Stop loss | 20.24139373999097
      000000011 |            3962 |            3965 |            Long |           1.899  |        16629.65 |        16628.01 |       Stop loss | 4.164442433990633
      000000012 |            4028 |            4030 |            Long |           1.906  |        16639.24 |        16632.95 |       Stop loss | -6.346980000003328
      000000013 |            5058 |            5059 |            Long |           1.872  |        16833.74 |        16830.17 |       Stop loss | -6.308640000004904
      000000014 |            5150 |            5156 |            Long |           1.862  |        16826.86 |        16822.53 |       Stop loss |          -8.062
      000000015 |            5615 |            5618 |            Long |           1.848  |        16821.32 |        16812.33 |       Stop loss | -3.7782877439972946
      000000016 |            6146 |            6149 |            Long |            1.84  |        16834.12 |        16822.43 |       Stop loss |          -21.51
      000000017 |            6378 |            6379 |           Short |           1.803  |        16824.45 |         16830.0 |       Stop loss | -6.058080000001049
      000000018 |            6632 |            6633 |            Long |           1.794  |        16805.18 |        16794.93 |       Stop loss | -6.027840000001045
      000000019 |            7075 |            7100 |            Long |           1.779  |        16845.14 |        16853.39 |       Stop loss |          14.677
      000000020 |            7170 |            7174 |            Long |           1.807  |         16827.2 |        16824.58 |       Stop loss | -2.612603968003932
      000000021 |            7313 |            7314 |            Long |           1.801  |        16836.44 |        16830.76 |       Stop loss | -6.069369999998165
      000000022 |            7394 |            7400 |            Long |           1.791  |        16828.81 |         16828.3 |       Stop loss | 2.4416559719967443
      000000023 |            8119 |            8124 |           Short |             1.8  |        16787.47 |        16783.51 |       Stop loss | 13.544427599998745
      000000024 |            8442 |            8445 |           Short |           1.807  |        16948.77 |        16947.45 |       Stop loss | 8.333605721999614
      000000025 |            8911 |            8914 |            Long |           1.822  |        16943.39 |        16940.01 |       Stop loss | -5.79162783999979
      000000026 |            8951 |            8958 |            Long |           1.812  |        16940.95 |        16937.39 |       Stop loss | -6.142679999998945
      000000027 |            9098 |            9114 |           Short |           1.801  |        16945.05 |        16948.78 |       Stop loss |          -6.718
      000000028 |           10188 |           10192 |            Long |           1.791  |        16930.28 |         16925.3 |       Stop loss | -5.1153861419935565
      000000029 |           10335 |           10370 |           Short |           1.781  |        16938.78 |        16939.42 |       Stop loss | 0.41491600800045486
      000000030 |           10423 |           10440 |           Short |           1.781  |        16940.86 |        16944.68 |       Stop loss | -6.037589999998963
      000000031 |           10490 |           10497 |           Short |            1.77  |        16941.81 |        16945.64 |       Stop loss | -6.00029999999897
      000000032 |           11137 |           11141 |            Long |           1.761  |        16932.25 |        16932.12 |       Stop loss | 4.3714641359998785
      000000033 |           11182 |           11186 |            Long |           1.769  |        16932.75 |        16929.87 |       Stop loss | -4.77044107199999
      000000034 |           12378 |           12380 |            Long |           1.729  |        17233.58 |        17235.26 |       Stop loss | 3.565512677996278
      000000035 |           12958 |           12959 |            Long |            1.74  |        17187.42 |         17178.0 |       Stop loss | -5.985599999997721
      000000036 |           13135 |           13136 |            Long |           1.729  |        17191.85 |        17186.35 |       Stop loss |           -9.51
      000000037 |           13439 |           13441 |            Long |           1.712  |         17203.2 |        17197.89 |       Stop loss | -5.8892800000039855
      000000038 |           13770 |           13772 |            Long |           1.698  |        17235.84 |        17231.03 |       Stop loss | -5.858100000001235
      000000039 |           13851 |           13852 |            Long |           1.688  |        17233.38 |         17220.0 |       Stop loss | -5.823600000001228
      000000040 |           14343 |           14344 |            Long |            1.66  |        17418.67 |        17414.09 |       Stop loss | -5.776799999999275
      000000041 |           14548 |           14549 |            Long |           1.649  |        17426.49 |        17421.44 |       Stop loss | -5.75501000000264
      000000042 |           14887 |           14890 |           Short |           1.638  |         17442.6 |         17444.0 |       Stop loss | -1.5692269319997065
      000000043 |           15072 |           15075 |            Long |           1.636  |        17436.78 |         17435.3 |       Stop loss | -2.335828447996304
      000000044 |           16189 |           16191 |            Long |           1.573  |        18089.29 |        18097.13 |       Stop loss | 13.33860270600006
      000000045 |           17029 |           17030 |           Short |           1.528  |        18878.67 |        18912.14 |       Stop loss |         -51.142
      000000046 |           17080 |           17081 |           Short |           1.442  |        18943.58 |         18970.0 |       Stop loss | -5.465179999996013
      000000047 |           17786 |           17789 |           Short |           1.441  |         18843.5 |         18853.0 |       Stop loss |          -13.69
      000000048 |           18666 |           18667 |           Short |           1.347  |        19862.19 |        19872.83 |       Stop loss | -5.347590000001568
      000000049 |           19381 |           19382 |            Long |           1.298  |        20484.75 |        20472.39 |       Stop loss | -5.321799999998111
      000000050 |           19511 |           19512 |           Short |           1.266  |        20868.93 |        20887.23 |       Stop loss | -5.279219999997789
      000000051 |           20052 |           20053 |           Short |           1.258  |        20885.57 |        20889.99 |       Stop loss |           -5.56
      000000052 |           20776 |           20778 |           Short |           1.259  |        20737.92 |        20744.24 |       Stop loss |          -7.957
      000000053 |           21140 |           21141 |           Short |           1.239  |        20873.38 |        20894.87 |       Stop loss | -5.166629999997837
      000000054 |           21310 |           21315 |            Long |           1.235  |        20815.24 |        20833.35 |       Stop loss | 31.654275119998168
      000000055 |           21634 |           21635 |            Long |           1.279  |        20844.35 |         20840.0 |       Stop loss |          -5.564
      000000056 |           21865 |           21866 |            Long |           1.257  |        21071.85 |        21054.01 |       Stop loss | -5.291969999998902
      000000057 |           22080 |           22081 |            Long |           1.248  |        21105.66 |         21090.9 |       Stop loss | -5.266560000001453
      000000058 |           22244 |           22245 |            Long |           1.256  |        20843.89 |        20834.37 |       Stop loss | -5.237519999997807
      000000059 |           22648 |           22650 |           Short |           1.235  |        21061.62 |         21056.5 |       Stop loss |           6.323
      000000060 |           22686 |           22687 |           Short |           1.244  |        21073.09 |         21088.0 |       Stop loss |         -18.548
      000000061 |           23201 |           23202 |            Long |           1.218  |        21051.69 |        21046.35 |       Stop loss | -5.127779999998936
      000000062 |           23257 |           23258 |           Short |           1.208  |        21106.39 |        21116.98 |       Stop loss | -5.097760000001406
      000000063 |           23531 |           23532 |           Short |           1.198  |        21147.78 |        21157.01 |       Stop loss | -5.067539999999477
      000000064 |           24094 |           24095 |            Long |           1.191  |        21151.65 |         21146.0 |       Stop loss | -5.037930000003813
      000000065 |           24248 |           24249 |           Short |           1.172  |        21361.81 |         21369.0 |       Stop loss | -5.004440000000511
      000000066 |           24966 |           24968 |           Short |           1.169  |        21299.27 |        21289.16 |       Stop loss | 19.258447347998793
      000000067 |           25208 |           25209 |            Long |           1.201  |        21209.52 |         21204.6 |       Stop loss | -5.092240000001922
      000000068 |           25557 |           25558 |            Long |           1.212  |        20890.19 |        20866.22 |       Stop loss |         -29.052
      000000069 |           25886 |           25887 |            Long |           1.179  |        20735.07 |        20726.03 |       Stop loss | -4.892850000001716
      000000070 |           26060 |           26062 |            Long |           1.174  |         20696.6 |         20691.3 |       Stop loss | -4.860359999999316
      000000071 |           26209 |           26212 |           Short |            1.16  |        20812.73 |        20815.92 |       Stop loss | -3.6799236800042854
      000000072 |           26675 |           26677 |            Long |           1.159  |        20750.24 |        20746.11 |       Stop loss |          -4.787
      000000073 |           27396 |           27397 |           Short |           1.134  |        21078.31 |        21084.88 |       Stop loss | -4.785479999997194
      000000074 |           27462 |           27463 |           Short |           1.126  |        21095.16 |         21102.0 |       Stop loss | -4.751720000001311
      000000075 |           27811 |           27812 |            Long |           1.126  |        20966.32 |        20956.22 |       Stop loss | -4.717939999998525
      000000076 |           27972 |           27973 |            Long |            1.12  |        20947.82 |         20943.0 |       Stop loss | -4.692799999998534
      000000077 |           28176 |           28178 |           Short |           1.106  |        21088.32 |        21086.68 |       Stop loss | 8.289113867999019
      000000078 |           28761 |           28762 |           Short |           1.038  |        22704.68 |        22741.86 |       Stop loss | -4.712520000000906
