
## START ### 

ID              | Open Time       | Close Time      | Side            | Amount          | Open Price      | Close Price     | Close Type      | Capital Change 
      000000001 |             751 |             753 |           Short |           1.056  |        28418.34 |        28434.77 |       Stop loss |          -17.35
      000000002 |             785 |             786 |           Short |           1.036  |        28460.15 |        28484.21 |       Stop loss |         -24.926
      000000003 |             822 |             823 |           Short |           1.009  |        28480.69 |        28484.55 |       Stop loss |          -3.895
      000000004 |             853 |             855 |           Short |           1.004  |        28493.83 |        28496.91 |       Stop loss |          -3.092
      000000005 |             894 |             895 |           Short |             1.0  |         28520.0 |        28523.23 |       Stop loss | -2.849999999998545
      000000006 |             967 |             973 |            Long |           0.999  |        28460.12 |        28473.08 |       Stop loss |          12.947
      000000007 |            1027 |            1028 |            Long |           1.015  |        28396.57 |        28390.82 |       Stop loss |          -5.836
      000000008 |            1087 |            1088 |            Long |           1.008  |        28412.88 |         28409.3 |       Stop loss | -2.862720000000147
      000000009 |            1191 |            1194 |           Short |           1.003  |         28470.0 |         28469.0 |       Stop loss |           1.003
      000000010 |            1267 |            1277 |            Long |           1.007  |        28399.33 |        28423.34 |       Stop loss |          24.178
      000000011 |            1440 |            1441 |            Long |           1.032  |        28416.37 |        28413.43 |       Stop loss |          -3.034
      000000012 |            1687 |            1688 |            Long |            1.03  |        28360.99 |        28349.81 |       Stop loss | -2.92520000000015
      000000013 |            1905 |            1906 |            Long |           1.038  |        28069.87 |         28065.3 |       Stop loss |          -4.744
      000000014 |            1977 |            1978 |            Long |           1.031  |        28114.91 |        28103.01 |       Stop loss |         -12.269
      000000015 |            2133 |            2134 |            Long |            1.02  |        28076.87 |        28055.11 |       Stop loss |         -22.195
      000000016 |            2273 |            2274 |            Long |           0.998  |        28014.14 |        28002.91 |       Stop loss |         -11.208
      000000017 |            2305 |            2306 |            Long |           0.987  |        27984.83 |        27975.86 |       Stop loss | -2.7636000000028726
      000000018 |            2398 |            2401 |           Short |           0.977  |        28196.84 |        28166.58 |     Take profit |          27.551
      000000019 |            2496 |            2497 |            Long |           1.013  |         27996.0 |         27973.0 |       Stop loss |         -23.299
      000000020 |            2576 |            2578 |            Long |           0.997  |        27748.47 |        27712.08 |       Stop loss |         -36.281
      000000021 |            2614 |            2615 |            Long |           0.959  |        27704.42 |        27674.41 |       Stop loss |          -28.78
      000000022 |            2752 |            2755 |            Long |           0.928  |         27712.0 |        27703.77 |       Stop loss |          -7.637
      000000023 |            2787 |            2790 |            Long |            0.92  |        27695.02 |         27702.0 |       Stop loss |           6.422
      000000024 |            2844 |            2845 |           Short |           0.921  |         27890.0 |         27908.0 |       Stop loss |         -16.578
      000000025 |            2912 |            2913 |           Short |           0.886  |        28410.75 |         28450.0 |       Stop loss | -2.516240000000129
      000000026 |            2984 |            2985 |           Short |           0.887  |        28317.72 |        28330.48 |       Stop loss |         -11.318
      000000027 |            3035 |            3036 |           Short |           0.872  |        28392.53 |        28417.19 |       Stop loss | -2.476480000000127
      000000028 |            3294 |            3295 |            Long |           0.881  |        28025.98 |        28003.11 |       Stop loss |         -20.148
      000000029 |            3366 |            3369 |            Long |           0.859  |        28058.34 |         28093.1 |     Take profit |          24.104
      000000030 |            3402 |            3403 |            Long |           0.885  |        28035.63 |         28007.0 |       Stop loss |         -25.338
      000000031 |            3454 |            3455 |            Long |           0.861  |         27944.7 |        27935.75 |       Stop loss | -2.402190000000752
      000000032 |            3524 |            3525 |           Short |           0.853  |        28129.99 |        28161.31 |       Stop loss |         -26.716
      000000033 |            3621 |            3622 |            Long |           0.834  |         27781.7 |         27725.2 |       Stop loss | -2.318520000002063
      000000034 |            3659 |            3660 |            Long |           0.838  |        27582.78 |        27319.51 |       Stop loss | -2.3128799999986587
      000000035 |            3706 |            3707 |            Long |           0.836  |         27568.0 |        27564.39 |       Stop loss |          -3.018
      000000036 |            3794 |            3795 |           Short |           0.823  |        27882.16 |        27912.76 |       Stop loss | -2.2961700000007186
      000000037 |            3909 |            3910 |            Long |           0.825  |        27744.38 |        27731.28 |       Stop loss |         -10.808
      000000038 |            3982 |            3984 |           Short |            0.81  |         27861.3 |        27869.83 |       Stop loss | 6.808041089998988
      000000039 |            4042 |            4043 |           Short |           0.816  |        27900.61 |        27912.09 |       Stop loss | -2.2766400000007123
      000000040 |            4127 |            4134 |            Long |           0.817  |        27789.57 |        27819.78 |     Take profit |          22.704
